Date,Mach type,Mach,Effect,Machine Area,Description,Resolution
5/19/2015,,I2,,,Parts offload conveyor jammed,Replaced damaged sections of conveyor belt
5/19/2015,,T99,,,Solenoid sticking,Cleaned down shaft with WD-40
5/20/2015,,H12,,,Hydraulic leaks,St#2 valve O-Rings replaced. Solenoid valve O-Rings replaced. Base plate removed O-Rings replaced
5/20/2015,,H19,,,Offload robot INOP,Adjusted sensor
5/20/2015,,H23,,,Hydraulics shut off when coolant ON is pressed,No power to PLC; Found (3) Main fuses blown; Replaced
5/20/2015,,I19,,,Coolant overflow from drum filter tank / Poor flow to machine,Main pump cleaned and replaced. Fines cleared from base. Sensor cable for drum filter replaced. Pressure Control switch diaphragm replaced.
5/20/2015,,SC11,,,Stock stop will not swivel in,Replaced bad coil on solenoid for swivel
5/21/2015,,H33,,,Laser tool detection INOP,"Replaced module, eyes, and cable"
5/21/2015,,H34,,,Bar stop sensor always on,Cleaned and lubricated sensor actuator
5/21/2015,,H4,,,Machine faults at every index,Plugged in laptop and adjusted programming
5/21/2015,,I17,,,Contactor K3M smoking; seized,Contactor replaced
5/21/2015,,Tennant,,,Replace Deltoid valve on Tennant floor washer,Valve replaced
5/21/2015,,TR1,,,Vise repair,Vise repaired with supplied repair kit
5/21/2015,,TR1,,,Broken ON/OFF switch on dust collector,Reloctaed power switch to wall for easier access
5/22/2015,,AIM 06,,,Loader INOP   ,Repaired
5/22/2015,,FPI,,,Oil skimmer pump INOP,Pump replaced with inventory unit; pump removed to be rebuilt
5/22/2015,,H14,,,Inverter guard broken,Welded and returned to GD
5/23/2015,,H29,,,Mach runs through bar change,Adjusted part counter and increased bar end length
5/24/2015,,I3,,,Hydraulic faults,Replaced hydraulic valve lock with unit from I2
5/26/2015,,H12,,,Parts chute losing parts,Issued new chute to replace the two week old chute that was cut poorly by operator causing parts to fail at eject entry
5/26/2015,,H22,,,CNC unit running slowly increasing time cycle,Replaced CNC hydraulic filter NN 2x3
5/26/2015,,H28,,,Bar feeder encoder INOP,Replaced encoder coupling on bar loader
5/26/2015,,SC11,,,Servo drive Not Ready,Conveyor motor connector was loose
5/27/2015,,FPI,,,Broken clasps on basket gate,Broken clasps replaced
5/27/2015,,H26,,,"Check, Charge , and Tag Accumulator",Completed; was low
5/27/2015,,H27,,,"Check, Charge , and Tag Accumulator",Completed; was low
5/27/2015,,H3,,,Assess saw unit for play/wear; Consuming saw blades,Replaced saw attachment with shelf unit
5/27/2015,,T97,,,Base cleaning ,Completed
5/27/2015,,TR 2,,,Pedestal grinder not bolted to floor,Bolted down
5/28/2015,,Barret,,,Spinner will not turn on,Replaced blown fuse in control panel
5/28/2015,,H27,,,Chip conveyor jamming,replaced discs in clutch
5/28/2015,,H5,,,Tool clamp screw broken,Spindle removed and screw extracted
5/28/2015,,H5,,,St#2 tool detection INOP,Was disabled; whisker was removed and 'fault' output was disabled
5/28/2015,,H8,,,"Check, Charge , and Tag Accumulator",Completed
5/28/2015,,I18,,,Sp#5 bar clamp faults,Adjudted pressure setting
5/28/2015,,I19,,,Iemca tracks #1 and #2 broken,Tracks replaced
5/29/2015,,Deco 1,,,Spindle overheat alarm,Replaced Z axis ball screw bearings
5/29/2015,,EDM1,,,Tank will not drain,Tank pad seal replaced / Valves for seal cyclinders replaced
5/29/2015,,NM2,,,Broken coolant main feed line,Extended pipe inlet and reconnected feed hose
5/30/2015,,I2,,,No coolant flow from turret A,"Turret removed, cleaned and reinstalled"
6/1/2015,,I17,,,Rebuild P/O,Replaced bearings and returned P/O to machine
6/2/2015,,I17,,,Coolant missing or consumed alarm,Replaced coolant level proximity switch
6/5/2015,,H16,,,Hydraulic leak at saw unit,Hose replaced
6/6/2015,,I3,,,Hydraulic leak side A,Hydraulic return line replaced
6/8/2015,,A78,,,Counter INOP,Replaced relay
6/8/2015,,Deco2,,,Keyed selector switch broken,New key installes
6/8/2015,,H11,,,St# 11 not completing cycle,Replaced control valve
6/8/2015,,H32,,,St# 2 misifiring,Cleaned valve manual firing actuators; were sticking when pressed
6/8/2015,,H4,,,Move drill detector back,Used spacers and gave Russ an aha moment; Operator task !!
6/8/2015,,I18,,,Replace Sp#3 support bearing,Bearing replaced but did not fix ID oversize condition
6/9/2015,,Durr,,,Basket not going fully into drum,Replaced support rolls and welded repair to support rail inside drum
6/9/2015,,H15,,,Machine will not cycle,Replaced solenoid coil for rotator; was causing fuse to blow in controller
6/9/2015,,H28,,,Stripped clamp screw in saw attachment,Removed and reinstalled saw attachment
6/9/2015,,H6,,,Stripped clamp screw in St#11 sppindle,Removed spindle to replace clamp screw in Maint Dept; reinstalled
6/9/2015,,I1,,,Low coolant flow side A,"Turret removed, cleaned, reinstalled, and aligned"
6/9/2015,,SC11,,,Milling clutch faults,Disabled clutch electrically
6/9/2015,,SC6,,,Lube pressure fault,Installed missing metering valve
6/10/2015,,AIM 05,,,Part jammed causing table to jam at index,Part cleared
6/10/2015,,Durr,,,Basket jamming at entry,"Support rail in drum broken mount-removed, welded, support rolls replaced, and reinstalled."
6/10/2015,,H24 ,,,Cutting oil leak; On floor,Replaced HP oil line and fitting
6/10/2015,,H8,,,Hydraulics will not come on,PANEL E STOP WAS ACTIVATED !!  Operator should have seen this!!
6/10/2015,,I18,,,Consuming 10 gallons of hydraulic per day; Leak,Replaced hydraulic hose  
6/10/2015,,I4,,,Transport plate screws broken,Replaced screws and springs
6/10/2015,,SC6,,,Need gun drill clutch/brake wired in to controller,Wired in- Pin 1 signal to PLC / Pin 3 Power from K207 / Pin 7 Signal out to PLC
6/11/2015,,H16,,,Lower washer rails for smaller pinion part setup,Lowered oil feed line into oil !!
6/11/2015,,H19,,,Offload robot INOP,Replaced part escapement sensor and cable
6/11/2015,,H20,,,Offload robot INOP,Cleaned sensors
6/11/2015,,I17,,,Hydraulic leak at rear of Iemca,Replaced two hydraulic hoses
6/11/2015,,I6,,,Blow off station INOP,Replaced sensor at blow off station
6/12/2015,,Barret,,,Spinner will not turn on,Replaced fuses
6/12/2015,,H12,,,#3 drill detector INOP,Adjusted stroke. 
6/12/2015,,H18,,,#1 drill detector INOP,Replaced detector head PCS100 with used from stock
6/12/2015,,H3,,,Worn bearings in XD unit,Installed recently rebuilt XD head
6/12/2015,,SC5,,,Coolant chiller faults,Requires refridgerant
6/12/2015,,SC6,,,Ruptured air line,Replaced
6/12/2015,,T97,,,Base needs to be cleaned,Completed
6/15/2015,,Deco 2,,,Sub spindle length varying .012,Found loose mount from previous repair; Corrected
6/15/2015,,FPI,,,Side 1 gate repiar,First gate installed
6/15/2015,,H1,,,"Check, Charge , and Tag Accumulator",Was at 18bar; charged to 30bar
6/15/2015,,H17,,,Table down prox not being met,Machine was shut dow at 1/2 table! Table repositioned to full index. Operator should know this!!
6/15/2015,,H22,,,Coolant pump INOP,Pump replaced with inventory unit; pump removed to be rebuilt
6/15/2015,,H23,,,CNC selector switch broken,Replaced with new switch
6/15/2015,,H28,,,St#10 motor seized,Geery removed 1700 motor. Marcel replaced with shelf motor.
6/15/2015,,H3,,,Repeat inverter faults,Machine is online. Marci waiting for inverter to fault. Gio to find Marci when it faults
6/15/2015,,H34,,,Chip conveyor jamming,Replaced broken clutch discs
6/15/2015,,I18,,,Offload automation issue,Replaced damaged fiber optic cable
6/15/2015,,I18,,,Vib track sensor broken,replaced sensor cable BAT23P
6/15/2015,,Lathe,,,Move to grind room; Toronto lathe,Needs electricity
6/15/2015,,T103,,,Base needs to be cleaned,Completed
6/15/2015,,T99,,,Base needs to be cleaned,Completed
6/16/2015,,A78,,,Pick Off collet switch randomly failing,Replaced switch
6/16/2015,,Barret,,,Spinner will not turn on,"Replaced fuses again; 5/28, 6/6"
6/16/2015,,FPI,,,Side 2 gate repiar,Second gate installed; Completed
6/16/2015,,H18,,,"Check, Charge , and Tag Accumulator",Charged to 30bar
6/16/2015,,I1,,,Side A transport collisions,Repaired side A transport plate
6/16/2015,,I2,,,Robo slide faulting,Shim installed behind gripper
6/16/2015,,I2,,,Side B turret not locking,replaced proximity switch on turret
6/16/2015,,T97,,,Base needs to be cleaned,Completed
6/17/2015,,H15,,,Vogel faults,Replaced with backup unit in inventory; Unit removed to be repaired
6/17/2015,,H15,,,Auto cycle overtime; machine will not table,Proximity switch retaining nuts loose.  OPERATOR TASK!
6/17/2015,,H3,,,"Check, Charge , and Tag Accumulator",No issue. Found at 30bar
6/17/2015,,H32,,,"Check, Charge , and Tag Accumulator",Both found at 25bar and charged to 30bar
6/17/2015,,H34,,,Saw attachment INOP; over travelling,Gear reduction pins and bolts attaching to rach are sheared. Replaced
6/17/2015,,Prab,,,Wringer won't start,"Replaced bad fuse / Motor circuit opening on two leads, one shorted to ground. Repaired"
6/17/2015,,TK2,,,Load/Unload gripper INOP; Bad actuator,Replaced actuator with used unit stored at Index Dept
6/18/2015,,C52,,,Table stopped mid index,Replaced worn motor brushes
6/18/2015,,H25,,,Panel touch screen has dead spots,Reprogrammed active sections of the touch screen; temporary fix
6/18/2015,,H4,,,False readings from tool detection,Wand getting cut on tool; Adjusted to proper setting
6/18/2015,,I1,,,Side A transport collisions,Realigned Side A transport plate
6/18/2015,,TK4,,,Offload conveyor INOP,Blew off sensors; OK
6/18/2015,,TK4,,,Offload gripper fell off,Used spare parts to repair
6/19/2015,,A77,,,Coolant pump INOP,"Pump sent to jet for repair; winding, bearings, and shaft; Installed and online"
6/19/2015,,H33,,,Broken screw on bar feeder,Replaced bar push dog
6/19/2015,,I2,,,Side B turret won't lock,Operator found issue and adjusted program
6/19/2015,,I4,,,Side A gripper / transport alarms,Replaced 2 prox chords
6/19/2015,,SC1,,,IEMCA 'Bar Entry Open' alarm,Replaced ruptured air line
6/19/2015,,SC5,,,Oil drain pipe under mag filter falling off,Repaired 
6/19/2015,,SC9,,,Front side door interlock failing,Replaced door interlock
6/22/2015,,H3,,,Check accumulator,Found at 25bar. Filled to 30bar
6/22/2015,,H33,,,Check accumulators,Both are at correct pressure
6/22/2015,,RM227,,,Loader not functioning correctly. Cylinder extended sensor not being made,Aligned sections of V track to correct
6/22/2015,,TK2,,,Missing nuts on unload gripper,OPERATOR SHOULD HAVE FIXED THIS!; Steve replaced nuts
6/23/2015,,H14,,,Hyd leaking from Pwer Pack,Replaced O-ring ant union to accumulator
6/24/2015,,H7,,,Bolt V Bowl pedestal to floor,Completed
6/24/2015,,SC9,,,Air leak at Iemca,Repaired FRL
6/25/2015,,H12,,,Inverter faults,Replaced collet open/close valve
6/25/2015,,H15,,,Clean base to install SS chip catcher,Cleaned and chips catcher installed
6/25/2015,,H18,,,"Check, Charge , and Tag Accumulator",Both OK at 30bar
6/25/2015,,H27,,,CNC Auto selector switch broken,Replaced with new selector switch
6/25/2015,,H7,,,"Replace 35/60 spindle with 26/80, slow return valve, and DOC proximity switch",Completed
6/25/2015,,H7,,,Install parts catching drain pan,Completed
6/25/2015,,I5,,,Sp#4 HS4 fault; Possible bundle short,Cleaned plugs and recepticles; Online with 6 spindles
6/25/2015,,T103,,,Replace 20A plug with 30A plug,Swapped
6/26/2015,,H20,,,#12 table collet spinning in housing,Replaced clamping gear inside table housing
6/26/2015,,H27,,,St#9 brush unit INOP,Removed lead screw and greased it
6/26/2015,,H5,,,St#8 top cross drill head worn beaings,Unit replaced; head removed to be rebuilt
6/26/2015,,I20,,,Door will not close,Popped door back onto track; Online by 0602 !!
6/27/2015,,H34,,,St#5 brush unit motor starter tripping breaker,Replaced Unit return prox (bad) and adjusted motor brake
6/28/2015,,H11,,,Chip conveyor INOP,Replaced cutch
6/28/2015,,H3,,,XD head not returning,Valve adjustment
6/28/2015,,I3,,,Transport A side 'left by itself' alarm,Many loose fasteners on transport assembly; all tensioned
6/28/2015,,Prab,,,Leaking pump,RETURN VALVE OPENED !!!!!!!!!!! Who and Why was it closed??
6/29/2015,,Deco 2,,,Sub spindle length varying .012,Deco tech installed new bearings on Z axis ball screw
6/29/2015,,H10,,,No power,Blown fuse replaced at Electrical room disconnect. 4 fuses in 24 hours; started when H7 was powered up.
6/29/2015,,H12,,,Loading Rotator slow,Ross solenoid leaking air; requires rebuild. Plugged exhaust to increase air pressure. Parts ordered 6/30.
6/29/2015,,H15,,,St#14 milling head worn/damaged bearings,Rebuilt  
6/29/2015,,H23,,,St#2 drill Detector INOP,Replaced drill detector at St#2
6/29/2015,,H33,,,Conveyor motor faults,Replaced rotation confirm prox at exit 
6/29/2015,,H7,,,Modify splash cover to accommodate loading,Completed
6/29/2015,,I5,,,Spindle carrier will not index,Norm able to clear
6/29/2015,,Mayfran,,,Broken selector switch,Replaced remote selector switch
6/29/2015,,Sinico,,,Right side  #@ chamfer unit belt broken,Replaced
6/30/2015,,H23,,,Drill Detector St#2 INOP,Found detector missing the head tip and wand. This was installed less that 16 hours ago! Provided operator (Say) with new tip and wand.
6/30/2015,,H5,,,High pressure coolant hose leak,Repaired
6/30/2015,,H6,,,Evaluate bearings on St#8; bad tool life,Bearings are OK; Russ / Valve swapped.
6/30/2015,,I2,,,Check status of Robo slide covers,No issues found
6/30/2015,,I2,,,Off load conceyor jumping,Repaired 5 damaged sections and some guide rails. Adjusted AIM front levelers 1/4 turn t increase clearance for conveyor to pass under the loader
6/30/2015,,I2,,,Power supply alarm,Power supply module OK; X axis overtravel bypassed the limit switch resulting in a generic alarm. Overtravel cleared
6/30/2015,,SC1,,,Leaking air line on Iemca,Replaced airline
6/30/2015,,Sinico,,,Cut Off return Signal Missing; Switch 205S6,Removed switch and plunge piston for switch. Reheaded the plunger as the tip was worn and mis-shaped likely causing random switch mis-firing.
6/30/2015,,Tsch 1,,,Install new Pick Up Head for proper balancing,Installed
7/1/2015,,Barret,,,INOP,Replaced fuses; Will require in depth Maint
7/1/2015,,H12,,,No power to loader,Replaced blown fuse in out module of PLC and hydraulic solenoid at the top of the valve stack. Realigned loader
7/1/2015,,H27,,,St#2 valve causing time cycle drift .5 seconds,Alex able to correct valve issue; unknown
7/1/2015,,H3,,,Encoder failing? Bar ends varying in length with small remnants,"Encoder was set to 11, should be 15; Adjusted"
7/1/2015,,H31 ,,,Vogel lube faults,Replaced leaking fiting
7/1/2015,,H4,,,St#10 clamp screw stripped,Replaced
7/1/2015,,H7,,,St#6 not completing first cycle after machine sits idle ,Replaced flow control on hydraulic return line
7/2/2015,,H16,,,St#13 valve will not respond to adjustments,Valve replaced with inventoried valve
7/2/2015,,H3,,,Saw unit adjusted to 9.5 seconds due to faulting when at 8.1,Saw unit is OK! Traveling .500 past top of bar ! Operator should know thihs!
7/2/2015,,I20,,,Intermittent coolant cleaning faults,Sensor adjustment
7/2/2015,,Lathe,,,Install elect for Grind Room Lathe,Transformer and disconnect mounted for lathe. DK confirmed electrical connection
7/3/2015,,H11,,,Conveyor has 4 missing paddle scrapers,Added 6 paddles to belt and re installed
7/6/2015,,A77,,,Can't engage feed,X
7/6/2015,,Durr,,,Machine will not power up,Turned on Main Breaker ; Left off when subpanel was connected
7/6/2015,,H34,,,No power,Turned on Main Breaker ; Left off when subpanel was connected
7/6/2015,,H6,,,Replace bearings in St#8 spindle due to face tearing D26018,Bearings replaced but tearing remains. Swapped spindle with new unit from H35
7/6/2015,,I5,,,Colant motor protection switch triggered,Replaced bad contactor
7/7/2015,,A77,,,Feed not engaging,Adjusted stock stop air pressure
7/7/2015,,H34,,,"Check, Charge , and Tag Accumulator",No issue; OK at 30bar
7/7/2015,,H8,,,"Check, Charge , and Tag Accumulator",Both accumulators at 20bar; charged to 30bar
7/7/2015,,H8,,,Check bearings at St#10,Bearings OK
7/7/2015,,I18,,,Bar loading faults / Hydraulic leak,Replaced ruptured hyd hose
7/7/2015,,I3,,,"Multiple alarms; turret, axis, and transport collision alarms",Air infeed was disconnected; Reconnected and online. Why can't the operator see this??
7/7/2015,,RM226,,,Oil leak from dressing unit,Replaced gage
7/7/2015,,TK4,,,Limit switch alarm,Limit switch reset
