ReqID,ReqDate,ReqTime,MachID,MachLoc,Manufacturer,machtype,Model,machcustomID,machdesc,ProblemID,ProblemDesc,Prob_cause,PreventPMchk,chk_instructions,Repstatus,Repdate,Reptime,Reptech,RepRes
121,1/18/07,12:42:48 PM,85,Closing Cell,Other,Other,Other,Other,Other,155,Oil needs added to plasma treater #9408,High clorox concentration used for flush,TRUE,Lower clorox concentration or eliminate clorox,Under Repair,1/19/07,1:33:49 AM,Tech 1,Checked Oil / Level OK
122,1/19/07,4:49:35 AM,81,AMP Area,CHA INDUSTRIES,SPUTTERING,SSC-1000,P0045,CHA#1,156,Shutter Drive offline error ,change di bottle,FALSE,,Under Repair,1/19/07,10:15 AM,Tech 2,duplicate request
122,1/19/07,4:49:35 AM,81,AMP Area,CHA INDUSTRIES,SPUTTERING,SSC-1000,P0045,CHA#1,156,Shutter Drive offline error ,change di bottle,FALSE,,Under Repair,1/19/07,10:15 AM,Tech 2,checked. machine OK
123,1/19/07,10:36:05 AM,119,AMP Area,Branson,Omni Cleaner ,,P0050,Omni Cleaner ,159,float sticks water runs on floor,,FALSE,,Under Repair,1/19/07,11:15 AM,Tech 2,replace float valve
124,1/22/07,3:21:12 AM,118,Dicing Cell,Disco,Dicing Saw,DAD3220,P0084,Dicing Saw,160,Spindle continuity error.  Can't perform sensor calibration on saw,E-Stop Depressed,FALSE,,Under Repair,1/22/07,,Tech 1,Replace Spindle Brushes
125,1/22/07,3:21:40 AM,87,Dicing Cell,Disco,Dicing Saw,DAD3220,P0085,Dicing Saw,161,Water flow error.,bad pump,FALSE,,Under Repair,1/22/07,,Tech 1,Replace Water Line / Flush Flow Meter
126,1/22/07,8:59:40 AM,85,AMP Area,Other,Other,Other,Other,Other,162,Spindle chiller down,Facilities function,FALSE,,Under Repair,1/24/07,7:19:31 AM,Tech 2,
126,1/22/07,8:59:40 AM,85,AMP Area,Other,Other,Other,Other,Other,162,Spindle chiller down,Facilities function,FALSE,,Under Repair,1/22/07,8:45 AM,Tech 2,replace pump and motor
127,1/22/07,1:09:11 PM,85,AMP Area,Other,Other,Other,Other,Other,165,Test,,FALSE,,Under Repair,1/22/07,1:24:19 PM,Tech 8,testing a computer
128,1/22/07,1:43:38 PM,85,AMP Area,Other,Other,Other,Other,Other,168,new handles for  CHA sputtering cabinets doors can be closed properly,,FALSE,,,,,,
129,1/23/07,1:23:27 AM,85,Dicing Cell,Other,Other,Other,Other,Other,169,Chiller for spindles on saws 1-4 is leaking water and not chilling.,,FALSE,,Under Repair,1/23/07,,Tech 1,Replaced Chiller
130,1/23/07,10:11:27 AM,85,Dicing Cell,Other,Other,Other,Other,Other,176,"Saw 1,8 need switches installed to turn on and off the extrernal vacuum. ",Main Drain Clogged / Clean Drain,FALSE,,Under Repair,1/23/07,,Tech 1,Installations Complete
131,1/23/07,12:37:05 PM,85,MOPS,Other,Other,Other,Other,Other,177,C9-5 tab bonder towards Rena W. is not heating,Main Drain Clogged / Clean Drain,FALSE,,Under Repair,1/23/07,2:45 PM,Tech 2,replace power supply
132,1/24/07,12:03:27 AM,84,Dicing Cell,DISCO,DICING SAW,DAD361,P0082,SAW #2,178,Non-Contact water jets clogged- getting non-contact sensor errors,Main Drain Clogged / Clean Drain,FALSE,,Under Repair,1/23/07,,Tech 1,Flush Water Lines / Clean Jets
133,1/24/07,12:03:48 AM,83,Dicing Cell,DISCO,DICING SAW,DAD3220,P0083,DICING SAW,179,Non-Contact water jets clogged- getting non-contact sensor errors,Flush Flow Meter,FALSE,,Under Repair,1/24/07,,Tech 1,Flush Water Lines / Clean Jets
134,1/25/07,10:39:24 PM,85,AMP Area,Other,Other,Other,Other,Other,180,Pipe behind the back grinder is leaking.  Had to mop up all night,Polish & Clean Prism. Adjust Sensor Voltage,FALSE,,Under Repair,1/26/07,,Tech 1,Replace Broken Pipe Fittings
134,1/25/07,10:39:24 PM,85,AMP Area,Other,Other,Other,Other,Other,180,Pipe behind the back grinder is leaking.  Had to mop up all night,Polish & Clean Prism. Adjust Sensor Voltage,FALSE,,Under Repair,1/26/07,3:27:19 AM,Tech 1,Replace Broken Pipe Fittings
135,1/25/07,11:26:22 PM,84,Dicing Cell,DISCO,DICING SAW,DAD361,P0082,SAW #2,182,Low water limit.  Very low flow out of water jets.,Limit Switch Out Of Position,FALSE,,Under Repair,1/26/07,,Tech 1,Saw Clogged Up With Sludge
136,1/26/07,5:26:39 AM,31,AMP Area,K&S,DICING SAW,982,P0038,SAW #12,183,The chuck needs check for flatness. ,Replaced Shutter/ Heavy & Warped,FALSE,,Under Repair,1/26/07,11:45 AM,Tech 2,resolve flatness
137,1/26/07,10:51:56 AM,85,Service Cell,Other,Other,Other,Other,Other,184,sequence test,ok,FALSE,,Under Repair,1/26/07,10:53 AM,Tech 2,test
138,1/29/07,9:38:39 AM,114,Wiring Cell,Interlab,Rinse Station,MRS/1855,P0042,Rinse Station 001,186,resistivity is below <7ohm,Clean & Flush Water Lines / Clean Metering Valve /,FALSE,,Under Repair,1/30/07,8:47:31 AM,Tech 2,di bottle needs replaced
138,1/29/07,9:38:39 AM,114,Wiring Cell,Interlab,Rinse Station,MRS/1855,P0042,Rinse Station 001,186,resistivity is below <7ohm,Clean & Flush Water Lines / Clean Metering Valve /,FALSE,,Under Repair,1/29/07,11:35 AM,Tech 2,replace di bottle
139,1/29/07,8:49:06 PM,26,Dicing Cell,K&S,DICING SAW,982-6,P0032,DICING SAW #13,187,Water is leakiing from the back of the saw. we can't find the leak.,Replaced Broken Screws,FALSE,,Under Repair,1/29/07,,Tech 1,Clogged Drain
140,1/30/07,3:12:59 AM,82,Sputtering Lab,CHA INDUSTRIES,SPUTTERING,SSC-1000,P0046,CHA#2,188,MDX Power Failure  ,Tooling too heavy for shelves,FALSE,,Under Repair,1/29/07,7:45 AM,Tech 2,short in canister
141,1/30/07,8:13:31 AM,39,TEE area,Welch Vacuum Inc.,vacuum pump,WELCH 1402,P0106,vacuum pump,189,Vacuum pump died last night per Sandy Spickler. ,Clean And Flush Water Lines / Clean Metering Valve,FALSE,,Under Repair,1/30/07,11:58:25 AM,Tech 2,add oil.
141,1/30/07,8:13:31 AM,39,TEE area,Welch Vacuum Inc.,vacuum pump,WELCH 1402,P0106,vacuum pump,189,Vacuum pump died last night per Sandy Spickler. ,Clean And Flush Water Lines / Clean Metering Valve,FALSE,,Under Repair,1/30/07,10:30 AM,Tech 2,
142,1/30/07,11:52:27 AM,26,Dicing Cell,K&S,DICING SAW,982-6,P0032,DICING SAW #13,190,spindle running warm,Replace Drive Motor,FALSE,,Under Repair,1/30/07,2:20:50 PM,Tech 2,Adjust back pressure valve.  Raise temp to 20C.
142,1/30/07,11:52:27 AM,26,Dicing Cell,K&S,DICING SAW,982-6,P0032,DICING SAW #13,190,spindle running warm,Replace Drive Motor,FALSE,,Under Repair,1/30/07,12:31:07 PM,Tech 2,Turned Temp back some. Ice buildup in cooling tank.
143,1/30/07,11:53:09 AM,17,Dicing Cell,K&S,DICING SAW,982,P0023,SAW #11,191,spindle running warm,bad fittings,FALSE,,Under Repair,1/30/07,2:21:01 PM,Tech 2,Adjust back pressure valve.  Raise temp to 20C.
143,1/30/07,11:53:09 AM,17,Dicing Cell,K&S,DICING SAW,982,P0023,SAW #11,191,spindle running warm,bad fittings,FALSE,,Under Repair,1/30/07,2:45 PM,Tech 2,Adjust back pressure valve.  Raise temp to 20C.
144,1/30/07,11:53:52 AM,12,Dicing Cell,K&S,DICING SAW,982,P0017,SAW #1,192,spindle running warm,bad relay,FALSE,,Under Repair,1/30/07,2:20 PM,Tech 2,Adjust back pressure valve.  Raise temp to 20C.
144,1/30/07,11:53:52 AM,12,Dicing Cell,K&S,DICING SAW,982,P0017,SAW #1,192,spindle running warm,bad relay,FALSE,,Under Repair,1/30/07,2:20 PM,Tech 2,Adjust back pressure valve.  Raise temp to 20C.
145,1/30/07,1:36:15 PM,71,MOPS,Welch Vacuum Inc.,vacuum pump,WELCH 1402N,P0138,vacuum pump,193,Degasser doesn't seem to be pumping down fast enough.,Replace Pump,FALSE,,Under Repair,1/30/07,2:58:48 PM,Tech 2,needs vacuum valve. will install wed morning.
146,1/30/07,7:44:35 PM,13,AMP Area,K&S,DICING SAW,982,P0018,SAW #9,194,Machine is dripping oil all over chuck and is no longer  able to be used.  ,Duplicate Request,FALSE,,Under Repair,1/31/07,,Tech 1,Changed Y Axis Lead Screw Oil
147,2/1/07,1:00:57 AM,83,Dicing Cell,DISCO,DICING SAW,DAD3220,P0083,DICING SAW,195,Water flow on back cutting water jet has low water pressure.,E-Stop Activated,FALSE,,Under Repair,2/1/07,,Tech 1,Clean & flush Water Lines
148,2/1/07,10:18:40 AM,85,AMP Area,Other,Other,Other,Other,Other,198,Sonic Mill will not operate,,FALSE,,Under Repair,2/1/07,12:17:19 PM,Tech 2,secure control cables
149,2/2/07,10:36:17 AM,85,Stackbond Cell,Other,Other,Other,Other,Other,199,plasma treater #9312 needs oil ,replace check valve,FALSE,,Under Repair,2/2/07,2:49:52 PM,Tech 2,add oil
150,2/2/07,2:13:24 PM,85,AMP Area,Other,Other,Other,Other,Other,200,Trips w axis motor,Cleaned Linear Counter,FALSE,,Under Repair,2/8/07,2:54:49 PM,Tech 2,wasino repaired
150,2/2/07,2:13:24 PM,85,AMP Area,Other,Other,Other,Other,Other,200,Trips w axis motor,Cleaned Linear Counter,FALSE,,Under Repair,2/2/07,2:15:43 PM,Tech 2,Wasino coming Monday 2/5/07
151,2/5/07,2:27:07 AM,118,Dicing Cell,Disco,Dicing Saw,DAD3220,P0084,Dicing Saw,201,No water to non-contact sensor,Replace Water Lines / sludge,FALSE,,Under Repair,2/5/07,3:56:14 AM,Tech 1,Clean & Flush Water Lines / Sludge
152,2/5/07,2:27:31 AM,87,Dicing Cell,Disco,Dicing Saw,DAD3220,P0085,Dicing Saw,202,No water to non-contact sensor,Replaced Water Lines / Clean & Flush / Sludge,FALSE,,Under Repair,2/5/07,,Tech 1,Clean & Flush Water Lines / Sludge
153,2/5/07,1:17:18 PM,15,AMP Area,K&S,DICING SAW,982,P0020,SAW #10,203,need camera adjusted ,add oil,FALSE,,Under Repair,2/5/07,2:54:10 PM,Tech 2,needs camera maount reworked
154,2/7/07,2:26:00 AM,85,Stackbond Cell,Other,Other,Other,Other,Other,204,Thinky centrifical degasser is falting out. ,replace belt,FALSE,,Under Repair,2/7/07,3:04:09 AM,Tech 1,"Lid assembly Is broken /  Glue did not hold.
Reccomend Replacement "
155,2/7/07,7:58:03 AM,85,Dicing Cell,Other,Other,Other,Other,Other,205,Heat Exchanger Leaking.,Clean & Flush Water Lines,FALSE,,Under Repair,2/7/07,2:07:27 PM,Tech 2,replace heat echanger
156,2/9/07,9:17:24 AM,115,Wiring Cell,Interlab,Rinse Station,MRS/1855,P0043,Rinse Station 002,206,Resistivity is low,repair threads,FALSE,,Under Repair,2/9/07,9:54:47 AM,Tech 2,change di bottle
157,2/9/07,9:20:44 AM,116,Wiring Cell,Interlab,Rinse Station,MRS/1855,P0044,Rinse Station 003,209,Resistivity is low on P0043 and P0044,Clean & Flush Metering Valve / Sludge,FALSE,,Under Repair,2/9/07,9:55:05 AM,Tech 2,change di bottle
158,2/9/07,10:47:26 AM,85,Closing Cell,Other,Other,Other,Other,Other,210,PLasma treaters in the closing cell are low in oil. 9408 9409,Glue & Screw Cover,FALSE,,Under Repair,2/9/07,1:08:05 PM,Tech 2,add oil to both
159,2/9/07,12:27:41 PM,85,AMP Area,Other,Other,Other,Other,Other,211,Wasino #2 is down.,Program 9 was programmed incorrectly,FALSE,,Under Repair,2/9/07,12:32:37 PM,Tech 2,wiper catching table
160,2/12/07,3:42:36 AM,30,AMP Area,K&S,DICING SAW,982,P0037,SAW #11,215,Trips circuit breaker,replace bearings,FALSE,,Under Repair,2/12/07,,Tech 1,E-Stop Depressed
161,2/12/07,7:42:57 AM,119,AMP Area,Branson,Omni Cleaner ,,P0050,Omni Cleaner ,216,tank 1 no recirc,Drain Clogged on saw,FALSE,,Under Repair,2/12/07,11:58:43 AM,Tech 2,replace pump
162,2/12/07,7:51:59 AM,85,Dicing Cell,Other,Other,Other,Other,Other,217,"Light needs changed in dicing saw room, light is constantly flickering.",Fabricate Nozzle,FALSE,,Under Repair,2/12/07,8:27:46 AM,Tech 2,Facilities function
163,2/12/07,11:06:59 AM,15,AMP Area,K&S,DICING SAW,982,P0020,SAW #10,218,camera is not working,replace fuse,FALSE,,Parts Ordered,2/13/07,9:10:14 AM,Tech 2,"The #10 saw in Amp is down.  The parts are being quoted from ADT now.  The parts are in stock in Israel.  As soon as I receive a quote I will order thru EBP.   ADT does not accept credit cards, so Pcard is not an option.  I would expect 2-3 weeks."
163,2/12/07,11:06:59 AM,15,AMP Area,K&S,DICING SAW,982,P0020,SAW #10,218,camera is not working,replace fuse,FALSE,,Parts Ordered,2/23/07,1:49:29 PM,Tech 2,
164,2/13/07,3:04:52 AM,85,AMP Area,Other,Other,Other,Other,Other,219,"Thinky in backing block area in amp , Lid won't say down ",,FALSE,,Under Repair,2/13/07,,Tech 1,"Hinges are bad ,but was able to re-enforce the bac"
165,2/13/07,9:07:43 AM,85,AMP Area,Other,Other,Other,Other,Other,220,Video out,cracked prism,FALSE,,Under Repair,2/13/07,9:08:21 AM,Tech 2,duplicate
166,2/13/07,9:09:34 AM,85,Lensing Cell,Other,Other,Other,Other,Other,221,vacuum pump #42 needs oil,change oil,FALSE,,Under Repair,2/13/07,1:13:12 PM,Tech 2,add oil
167,2/13/07,9:31:02 AM,86,Dicing Cell,Disco,Dicing saw,DAD321,P0081,Saw #1,222,low voltage has noncontact error only 60volts,faulty controller,FALSE,,Under Repair,2/13/07,12:22:11 PM,Tech 2,clean sensor
168,2/13/07,9:36:09 AM,85,Dicing Cell,Other,Other,Other,Other,Other,223,"need po number
sensor water pluggedsaw8",Clean & Flush Metering Valve,FALSE,,Under Repair,2/13/07,2:29:17 PM,Tech 2,repair water pipe
169,2/13/07,10:09:27 AM,84,Dicing Cell,DISCO,DICING SAW,DAD361,P0082,SAW #2,224,every time saw does a non contact setup during dicing it fails,replace camera mount,FALSE,,Under Repair,2/13/07,2:29:34 PM,Tech 2,clean sensor
170,2/13/07,10:51:14 AM,85,Dicing Cell,Other,Other,Other,Other,Other,225,saw6 needs po number/right door is busted,breaker tripped,FALSE,,Parts Ordered,2/23/07,1:49:15 PM,Tech 2,Parts ordered 2/23/07.  8 week lead time 
170,2/13/07,10:51:14 AM,85,Dicing Cell,Other,Other,Other,Other,Other,225,saw6 needs po number/right door is busted,breaker tripped,FALSE,,Under Repair,3/11/07,,Tech 1,Duplicate Request
171,2/14/07,9:02:09 AM,85,AMP Area,Other,Other,Other,Other,Other,226,"Plasma cleaner ID#9097, vacuum pump oil level low. needs oil added.",Re-Boot,FALSE,,Under Repair,2/14/07,11:15:22 AM,Tech 2,add oil
171,2/14/07,9:02:09 AM,85,AMP Area,Other,Other,Other,Other,Other,226,"Plasma cleaner ID#9097, vacuum pump oil level low. needs oil added.",Re-Boot,FALSE,,Under Repair,2/16/07,7:24:46 AM,Tech 2,add oil
172,2/15/07,12:05:43 PM,83,Dicing Cell,DISCO,DICING SAW,DAD3220,P0083,DICING SAW,228,not contact set up error no water on sensor,repair broken wire,FALSE,,Under Repair,2/16/07,,Tech 1,Flushed And Replaced Water lines / Clean Jets
173,2/16/07,2:23:17 AM,84,Dicing Cell,DISCO,DICING SAW,DAD361,P0082,SAW #2,229,sensor error - no water hitting back height sensor,sweep function disabled,FALSE,,Under Repair,2/16/07,,Tech 1,Flushed And Replaced Water lines / Clean Jets
174,2/20/07,1:33:04 AM,118,Dicing Cell,Disco,Dicing Saw,DAD3220,P0084,Dicing Saw,233,No water to height sensor.,Clean & Flush Water Lines & Jets,FALSE,,Under Repair,2/20/07,,Tech 1,Clean & Flush Water Lines / Sludge
175,2/20/07,11:39:38 AM,85,Stackbond Cell,Other,Other,Other,Other,Other,235,Won't finishn a cleaning cycle,clogged flow controller and tubes,TRUE,install proper water system,Under Repair,2/21/07,,Tech 1,Loose Feed Thru
175,2/20/07,11:39:38 AM,85,Stackbond Cell,Other,Other,Other,Other,Other,235,Won't finishn a cleaning cycle,clogged flow controller and tubes,TRUE,install proper water system,Under Repair,2/20/07,2:56:15 PM,Tech 2,loose connections
176,2/20/07,8:31:56 PM,84,Dicing Cell,DISCO,DICING SAW,DAD361,P0082,SAW #2,237,Water running out of the saw,Clean & Flush Water Lines / Flushed Spindle With A,FALSE,,Under Repair,2/21/07,,Tech 1,Main Drain Clogged / Clean Drain
177,2/20/07,8:32:28 PM,118,Dicing Cell,Disco,Dicing Saw,DAD3220,P0084,Dicing Saw,238,Water Running out oif the saw,Operator Issue,FALSE,,Under Repair,2/21/07,,Tech 1,Main Drain Clogged / Clean Drain
178,2/20/07,8:46:26 PM,86,Dicing Cell,Disco,Dicing saw,DAD321,P0081,Saw #1,240,Water is running out of the saw,Repair Jammed Pin,FALSE,,Under Repair,2/21/07,,Tech 1,Main Drain Clogged / Clean Drain
179,2/21/07,12:29:23 AM,83,Dicing Cell,DISCO,DICING SAW,DAD3220,P0083,DICING SAW,243,Cut water flow error,,FALSE,,Under Repair,2/21/07,,Tech 1,Flush Flow Meter
180,2/21/07,12:29:54 AM,85,Dicing Cell,Other,Other,Other,Other,Other,244,N/C voltage,"Replaced Lamp Socket
",FALSE,,Under Repair,2/21/07,,Tech 1,Polish & Clean Prism. Adjust Sensor Voltage
181,2/21/07,3:24:16 AM,86,Dicing Cell,Disco,Dicing saw,DAD321,P0081,Saw #1,245,No water on height sensor - non contact error every time.,,FALSE,,Under Repair,2/21/07,12:31:59 PM,Tech 2,pipes clogged
182,2/21/07,4:45:39 AM,82,Sputtering Lab,CHA INDUSTRIES,SPUTTERING,SSC-1000,P0046,CHA#2,246,Substrate Will Not Operate,Replaced Optical sesor,FALSE,,Under Repair,2/21/07,,Tech 1,Limit Switch Out Of Position
183,2/21/07,4:48:05 AM,81,Sputtering Lab,CHA INDUSTRIES,SPUTTERING,SSC-1000,P0045,CHA#1,247,Cha#1 Shutter shaft drive stop ,Replace Memory Board,FALSE,,Under Repair,2/21/07,,Tech 1,Replaced Shutter/ Heavy & Warped
184,2/21/07,6:51:11 AM,85,Stackbond Cell,Other,Other,Other,Other,Other,248,Can't open door on Plasma Treater,"Clean,Flush & Replace Water Lines",FALSE,,Under Repair,2/21/07,10:33:15 AM,Tech 2,ok
185,2/21/07,8:00:32 AM,39,TEE area,Welch Vacuum Inc.,vacuum pump,WELCH 1402,P0106,vacuum pump,249,Pump #6 needs oil.,"Clean,Flush & Replace Water Lines",FALSE,,Under Repair,2/22/07,,Tech 1,Added Oil
186,2/21/07,9:03:20 PM,87,Dicing Cell,Disco,Dicing Saw,DAD3220,P0085,Dicing Saw,250,Saw will not hold blade water level,needs reset,FALSE,,Under Repair,2/22/07,,Tech 1,Clean & Flush Water Lines / Clean Metering Valve
187,2/22/07,3:09:09 AM,26,Dicing Cell,K&S,DICING SAW,982-6,P0032,DICING SAW #13,251,left hand side of key pad is loose.,water system,FALSE,,Under Repair,2/22/07,,Tech 1,Replace Broken Screws
188,2/22/07,10:06:38 AM,85,AMP Area,Other,Other,Other,Other,Other,254,The oven shelves beside the acoustic micro scope will not stay in place,Repair Z Axis Sensor / Replace Spindle Brushes,FALSE,,Under Repair,2/23/07,1:48:58 PM,Tech 2,Tolling is much too heavy for the existing shelves
189,2/23/07,1:27:44 AM,84,Dicing Cell,DISCO,DICING SAW,DAD361,P0082,SAW #2,255,Cut water error.,replace pump,FALSE,,Under Repair,2/23/07,,Tech 1,Clean And Flush Water Lines / Clean Metering Valve
190,2/23/07,5:19:58 AM,85,Lensing Cell,Other,Other,Other,Other,Other,256,Smoke coming from Semco Mixer,bent filter,TRUE,be careful when installation and removal of filter,Under Repair,2/23/07,,Tech 1,Replace Drive Motor
191,2/23/07,6:41:36 AM,85,Dicing Cell,Other,Other,Other,Other,Other,257,Fitting on heat exchanger has bad leak,,TRUE,check oil per vacuum pump PMI procedure,Under Repair,2/23/07,1:48:27 PM,Tech 2,replace bad fittings
192,2/23/07,1:38:18 PM,85,Dicing Cell,Other,Other,Other,Other,Other,258,sump won't stop pumping,worn hose,FALSE,,Under Repair,2/23/07,1:48:11 PM,Tech 2,replace relay
193,2/24/07,9:10:18 AM,85,Dicing Cell,Other,Other,Other,Other,Other,259,vacume pump #2 making a loud noise,Adjust Drive Chains / Re-Set Drive Controllers.,FALSE,,Under Repair,2/27/07,,Tech 1,Replace Pump
194,2/25/07,11:29:35 PM,85,Wiring Cell,Other,Other,Other,Other,Other,260,Tip is sticking,,FALSE,,Under Repair,3/14/07,,Tech 1,Duplicate Request
194,2/25/07,11:29:35 PM,85,Wiring Cell,Other,Other,Other,Other,Other,260,Tip is sticking,,FALSE,,Under Repair,3/14/07,4:34:10 AM,Tech 1,Duplicate Request
195,2/26/07,2:14:57 AM,12,Dicing Cell,K&S,DICING SAW,982,P0017,SAW #1,261,"breaker keeps tripping on side of saw,and wont turn on.",back pressure valve out of adjustment,TRUE,fix water system,Under Repair,2/26/07,,Tech 1,E-Stop Activated
195,2/26/07,2:14:57 AM,12,Dicing Cell,K&S,DICING SAW,982,P0017,SAW #1,261,"breaker keeps tripping on side of saw,and wont turn on.",back pressure valve out of adjustment,TRUE,fix water system,Under Repair,2/26/07,,Tech 1,E-Stop Activated
196,2/26/07,6:02:54 AM,81,Sputtering Lab,CHA INDUSTRIES,SPUTTERING,SSC-1000,P0045,CHA#1,262,ION source beam is off,,FALSE,,Under Repair,2/26/07,,Tech 1,Change Neut. Filament
197,2/26/07,7:34:24 AM,85,Lensing Cell,Other,Other,Other,Other,Other,263,Degas pump #41 won't turn on,Carbon filters needed replaced,FALSE,,Under Repair,2/26/07,8:18:23 AM,Tech 2,replace starter cap
198,2/26/07,10:15:21 PM,85,Wiring Cell,Other,Other,Other,Other,Other,264,"Force fluctuation.
C8-4 #2 tab bonder
ID E4417",clean canister,FALSE,,Under Repair,3/22/07,12:26:03 PM,Tech 2,done
198,2/26/07,10:15:21 PM,85,Wiring Cell,Other,Other,Other,Other,Other,264,"Force fluctuation.
C8-4 #2 tab bonder
ID E4417",clean canister,FALSE,,Under Repair,3/1/07,,Tech 1,Shane Rupert has parts on order
199,2/27/07,8:52:59 AM,85,Dicing Cell,Other,Other,Other,Other,Other,265,backcheck valve on sump is bad again,Replaced Motor / Clean Fan,FALSE,,Under Repair,2/27/07,1:36:45 PM,Tech 2,Check valve needs replaced.  Valves on order be he
200,2/28/07,12:28:44 AM,86,Dicing Cell,Disco,Dicing saw,DAD321,P0081,Saw #1,268,Y axis error while trying to dress blade.,Clean & Flush Water Lines,FALSE,,Under Repair,2/28/07,,Tech 1,Cleaned Linear Counter
201,2/28/07,12:29:50 AM,85,Dicing Cell,Other,Other,Other,Other,Other,269,Very little water flow to blade.,Ran out of stock parts,FALSE,,Under Repair,2/28/07,,Tech 1,Replace Water Lines
202,2/28/07,2:03:39 AM,118,Dicing Cell,Disco,Dicing Saw,DAD3220,P0084,Dicing Saw,270,Cut water flow error.,replace knob,FALSE,,Under Repair,2/28/07,,Tech 1,Replace Water Lines / Flush
202,2/28/07,2:03:39 AM,118,Dicing Cell,Disco,Dicing Saw,DAD3220,P0084,Dicing Saw,270,Cut water flow error.,replace knob,FALSE,,Under Repair,3/1/07,4:38:17 AM,Tech 1,Replaced Water Lines / Clean & Flush / Sludge
203,2/28/07,7:26:42 AM,59,Doppler Area,Welch Vacuum Inc.,vacuum pump,WELCH 1402,P0126,vacuum pump,271,not drawing vacuum,Was testing PM tool,TRUE,,Under Repair,2/28/07,8:05:14 AM,Tech 2,ok
204,2/28/07,10:47:16 AM,59,3D Area,Welch Vacuum Inc.,vacuum pump,WELCH 1402,P0126,vacuum pump,272,Vacuum pump is not not pumping. Possibly the drive belt ?,scope out of alignment,FALSE,,Under Repair,2/28/07,12:15:00 PM,Tech 2,replace belt
205,2/28/07,11:38:15 PM,87,Dicing Cell,Disco,Dicing Saw,DAD3220,P0085,Dicing Saw,273,No water to N/C sensor.  Jets clogged,"Replace,Clean & Flush Water lines.",FALSE,,Under Repair,3/1/07,,Tech 1,Clean & Flush Water Lines
206,3/1/07,11:09:35 AM,85,AMP Area,Other,Other,Other,Other,Other,274,thread problem with surface grinder (see Jeff),"Replace,Clean & Flush Water lines.",FALSE,,Under Repair,3/1/07,2:31:36 PM,Tech 2,Left hand tap ordered
